id,title,link,author,excInsttNm,lcategory,pubDate,apply_start,apply_end,d_days,status,trgetNm,hashTags,refrncNm,rceptEngnHmpgUrl,printFlpthNm,printFileNm,description,detail_text
PBLN_000000000113188,[울산] 2025년 중장년 경력지원제 사업 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000113188,울산광역시,울산양산경영자총협회,인력,2025-07-28,,,,,중소기업,,울산양산경영자총협회 중장년내일센터 (052-277-9492),,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000724509&fileSn=0,[안내문] 중장년 경력지원제 사업 안내문 상세.hwp,"<p>“중장년경력지원제”란 주된 업무에서 퇴직한 중장년(만50세~65세)에게 새로운 분야에서 일경험을 쌓고, 경력을 이어나갈 수 있도록 지원하는 취업지원 프로그램입니다.</p><p><br></p><p>☞&nbsp;고용보험 피보험자 5인 이상인 기업(경력지원제 참여 직전연도말 기준)</p><p><br></p><p>☞&nbsp;일경험 프로그램 운영 시 참여자 1인당 월 최대 40만원 지원(3개월)</p>",
PBLN_000000000113158,[울산] 건강검진 지원사업 수혜기업 모집 공고(울산항만공사 협력기업 대상),/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000113158,울산광역시,울산항만공사,인력,2025-07-28,,,,,중소기업,,(사협)창업일자리연구원 052-222-6176  및 검진기관 문의처 공고문 참조,http://a.to/25GPI3L,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000724485&fileSn=0,[공고문]_2025_울산항만공사_협력기업_건강검진_지원사업_최종_.hwp,"<p>울산항만공사는 울산항 협력기업 근로자 및 가족들의 건강과 복리후생 증진을 지원하기 위해 다음과 같이 지원사업을 시행하오니 많은 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;울산항 협력기업(중소/중견/대기업)&nbsp;</p><p style=""line-height: 1.8;"">-&nbsp;울산항 항만배후단지 입주기업 / 울산항만공사 주관 또는 후원한 공모사업 최종 선발기업 / 그 외 울산 소재 중소기업 / 울산항만공사 상생결제 협약기업&nbsp;</p><p><br></p><p>☞&nbsp;제휴병원의 건강검진 프로그램 제휴가 이용(평균 60%할인) 지원</p>",
PBLN_000000000113066,[인천] 2025년 하반기 직장적응 지원 사업 RIIZE UP 프로젝트 참여자 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000113066,인천광역시,인천경영자총협회,인력,2025-07-28,,,,,중소기업,,"인천경영자총협회 기업지원팀 032-428-8056, 8055",https://bizok.incheon.go.kr/open_content/support.do?act=detail&policyno=6602,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000724193&fileSn=0,(인경총2025-191)_2025_직장적응_지원사업_-_RIIZE_UP_프로젝트(하반기)_참여자_모집공고.pdf,"<p>인천경영자총협회는 인천광역시 소재 기업들의 청년친화 조직문화 
형성과 신입직원들의 직장 적응을 위한 근무환경 조성을 지원하고자「2025년 직장적응 지원 프로그램」참여자 모집에 관한 사항을 아래와 
같이 공고하오니 많은 관심과 참여 바랍니다.</p><p><br></p><p>☞&nbsp;인천광역시 산업단지 입주기업 및 우선지원 대상기업</p><p><br></p><p>☞&nbsp;인천광역시 소재 기업들의 청년친화 조직문화 형성과 신입
직원들의 직장적응을 위한 근무환경 조성 지원</p>",
PBLN_000000000112609,[전북] 2025년 자동차업종 상생협약 확산 지원사업 기업체 및 참여자 추가모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112609,전북특별자치도,캠틱종합기술원,인력,2025-07-28,,,,,중소기업,,캠틱종합기술원 063-219-0397,,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000723067&fileSn=0,2025년 전북 자동차업종 상생협약 확산 지원사업_추가모집공고 (1).hwp,"<p>전북지역 자동차업종 상생협약 확산 지원 사업으로 도내 자동차 업종 기업체의 경쟁력 확보와 근로자의 처우개선 및 장기근속 지원을 위한「일자리 도약장려금 사업」,「일자리 채움지원금 사업」을 다음과 같이 (재)공고하오니 참여를 희망하는 자동차업종 기업체, 근로자의 많은 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;전북특별자치도 소재 자동차 업종 기업(사업자등록증 주소지 기준)<br></p><p style=""line-height: 1.8;"">-&nbsp;현대ㆍ기아자동차 협력사</p><p style=""line-height: 1.8;"">-&nbsp;위 조건에 해당하는 기업 중 2025년 2월말 기준 고용보험 피보험자 500인 이하 기업체(우선지원 대상 기업)</p><p><br></p><p style=""line-height: 1.8;"">☞ (일자리 도약 장려금) 채용 근로자 1명당 최대 540만원 / 월60만원×9개월 지원</p><p style=""line-height: 1.8;"">-&nbsp;2025. 1. 1. 이후 만 35~58세 이하 신규채용근로자를 최저임금 100%이상 임금 지급 근로계약 체결시 기업체에 인건비 지원</p><p style=""line-height: 1.8;"">※ 자세한 지원내용 공고문 참조</p>",
PBLN_000000000112627,[경남] 함양군 2025년 산업단지 기숙사 임차 지원사업 추가 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112627,경상남도,기초자치단체,인력,2025-07-28,,,,,중소기업,,경상남도 함양군 일자리경제과 일자리창출담당 055-960-4723,,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000723057&fileSn=0,2025년 함양군 산업단지 기숙사 임차 지원사업(도비) 추가 공고.hwp,"<p>관내 중소기업 근로자의 고용환경 개선을 위한 함양군 산업단지 기숙사 임차 지원사업을 다음과 같이 공고합니다.</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;관내 농공ㆍ산업단지 입주 중소기업</p><p style=""line-height: 1.8;"">-&nbsp;원거리 출퇴근이 어려운 함양군 소재 중소기업</p><p><br></p><p style=""line-height: 1.8;"">☞ 기숙사 월 임차료의 80% 이내 지원</p><p style=""line-height: 1.8;"">-&nbsp;근로자 1인 월 최대 30만원 / 기업당 근로자 10명 이내</p>",
PBLN_000000000112574,[경남] 밀양시 2025년 기숙사 임차비 지원사업 변경 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112574,경상남도,기초자치단체,인력,2025-07-28,,,,,중소기업,,밀양시청 투자유치과 기업지원팀 (055-359-5839),,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000722947&fileSn=0,2025년 기숙사 임차비 지원사업 변경 공고.hwp,"<p>관내 기업 노동자의 주거안정을 통해 고용환경 개선 및 우수인력 유치, 기업 경쟁력 향상을 위하여 2025년 기숙사 임차비 지원사업 참여 기업을 다음과 같이 모집 공고합니다.</p><div><br></div><div style=""line-height: 1.8;"">☞&nbsp;관내 공장등록 중견ㆍ중소기업(제조업 영위)</div><div style=""line-height: 1.8;"">※ 자세한 지원대상 공고문 참조</div><div><br></div><div>☞ 임차료&nbsp;1인당 한도 (당초) 최대 30만원 지원</div>",
PBLN_000000000112551,[경북] 상주시 2025년 신중년 일자리 지원사업 참여 중소기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112551,경상북도,기초자치단체,인력,2025-07-28,,,,,중소기업,,신중년 일자리사업 담당자 1533-1347,http://www.egaram.kr/egaram/bbs/board.php?bo_table=bo_01_05,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000722872&fileSn=0,(공고문)2025년 신중년 고용 지원사업 참여 중소기업 모집(상주시).pdf,"<p>신중년 인력이 지역 노동시장에 참여할 수 있는 기회를 제공하고, 지역 사업체의 구인난 해소 및 신중년의 경제적ㆍ사회적 안전망 구축을 위한「2025년 상주시 신중년 일자리 지원사업」참여 중소기업을 다음과 같이 모집 공고합니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 상주시 소재 채용일 기준, 만 40세 이상 64세 이하 인력을 신규 채용하는 중소기업&nbsp;</p><p style=""line-height: 1.8;"">※&nbsp;상주시 소재 기업으로「중소기업기본법」제2조에 해당하는 기업 및「조세특례제한법 시행령」제2조에 해당하는 기업</p><p><br></p><p>☞ 상주시 내 주소지를 두고 있는 신중년 신규 채용 시 1인당 최대 월 70만원의 인건비 지원</p>",
PBLN_000000000112466,[전북] 김제시 2025년 신중년 브릿지 프로젝트사업 채용장려금 지원사업 공고(김제일자리종합지원센터 운영사업),/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112466,전북특별자치도,김제일자리종합지원센터,인력,2025-07-28,,,,,중소기업,,김제시청 경제진흥과 일자리창출팀 063-540-3381 / 김제일자리종합지원센터 신중년 채용장려금 지원사업 담당자 063-540-4366,,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000722609&fileSn=0,공고문_2025년김제시신중년브릿지프로젝트_채용장려금지원_v3.hwp,"<p>김제시 관내 경기침체 및 최저임금 인상으로 인력 수급에 어려움을 겪고있는 기업과 경력 및 전문성을 갖춘 신중년 구직자를 매칭하여 지역경제 구인난 해소 및 신중년 세대의 경제적ㆍ사회적 안전망 구축 지원 제고를 위한「2025년 신중년 브릿지 프로젝트 채용장려금 지원 사업」참여사업장 모집을 공고하오니 많은 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;공고일 이후 신중년 근로자를 신규 채용한 관내 소재 사업장(중소ㆍ중견기업)</p><p style=""line-height: 1.8;"">-&nbsp;최저시급(2025년 기준 10,030원) 이상 지급 및 주 25시간 이상 근무조건</p><p style=""line-height: 1.8;"">-&nbsp;정규직 채용 여건 우선 고려 및 지원기간 종료 후에도 해당 사업장에 계속 고용이 이루어질 수 있도록 상호 협조</p><p style=""line-height: 1.8;"">-&nbsp;사업주는 관련 법령에 따라 4대 사회보험을 가입하여야 함</p><p><br></p><p style=""line-height: 1.8;"">☞ 300만원 지원 / 3개월 고용 유지 확인 후 3개월간 매월 100만원씩 지원(6개월간 고용유지)</p><p style=""line-height: 1.8;"">※ 자세한 지원내용 공고문 참조</p>",
PBLN_000000000112395,[제주] 2025년 1인 소상공인 출산 대체인력비 지원사업 신청업체 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112395,제주특별자치도,제주특별자치도경제통상진흥원,인력,2025-07-28,,,,,소상공인,,제주소상공인경영지원센터 064-758-5710,https://jejusc.kr/index.php,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000722523&fileSn=0,2025_1인+소상공인+출산+대체인력비+지원사업+공고문.hwp,"<p>도내 출산한 1인 소상공인의 경영 공백을 최소화하고, 안정적인 사업 운영을 지원하기 위해 시행하는「1인 소상공인 출산 대체인력비 지원사업」신청을 희망하는 소상공인을 다음과 같이 모집합니다.</p><p><br></p><p>☞&nbsp;제주에 사업장 주소를 두고 출산일 기준 6개월 이상 사업을 운영하고 있으며, 전년도 매출액이 1,200만원 이상인 당해연도 출산한 1인 소상공인</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;소상공인이 출산으로 인해 경영 대체인력을 고용하는 경우 대체 근로자 인건비의 70% 지원</p><p style=""line-height: 1.8;"">- 대체근로자 1인당 월 최대 200만원×3개월(연속)=총 600만원 이내</p>",
PBLN_000000000112248,[대구] 2025년 자동차부품산업 근로환경개선 지원사업 모집 연장 재공고(지역ㆍ산업맞춤형 일자리창출 지원사업),/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112248,대구광역시,대구상공회의소,인력,2025-07-28,,,,,중소기업,,"대구지역인적자원개발위원회 일자리창출팀 053-252-3273, 3274",,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000722072&fileSn=0,붙임_1._「2025년_자동차부품산업_근로환경개선_지원사업」_공고문.pdf,"<p>대구지역 자동차부품 기업의 노후화 및 고위험 작업장의 후생시설 환경개선지원을 통해 근로자의 장기재직을 유도하여 지역경제 발전과 국가 산업발전에 기여하고자 2025년도「자동차부품산업 근로환경개선 지원사업」을 다음과 같이 시행하오니 대구지역 자동차 부품 기업의 많은 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;대구지역 자동차부품 (2차, 3차)협력사 등</p><p style=""line-height: 1.8;"">※ 자동차부품 산업분류코드 붙임파일 참조(업종코드 목록표)</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;근로환경개선에 소요되는 일부 비용 지원(최대 1,500만원) 지원</p><p style=""line-height: 1.8;"">-&nbsp;후생시설 환경개선 :&nbsp;체력단련실, 구내식당, 화장실, 휴게시설 보수공사 등</p><p style=""line-height: 1.8;"">-&nbsp;작업장 환경개선 :&nbsp;작업장 안전관련 시설 보수공사 등</p>",
PBLN_000000000112153,[경기] 하남시 2025년 여성인턴 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112153,경기도,기초자치단체,인력,2025-07-28,,,,,중소기업,,하남시청 일자리경제과 031-790-6248,,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000721886&fileSn=0,2025년 하남여성인턴 사업 모집공고.hwp,"<p>경력보유여성에게 일경험 기회를 제공하여 직장 적응력 향상을 도모하며 기업에는 인재알선 및 채용지원금을 지급하여 고용촉진을 강화하고자 아래와 같이 참가자를 모집공고 합니다.</p><div><br></div><div style=""line-height: 1.8;"">☞ 상시근로자 5인이상이며 4대보험에 가입한 관내 기업</div><div><br></div><div style=""line-height: 1.8;"">☞&nbsp;1인 총액 380만원 한도(기업 320만원, 인턴 60만원) 지원</div>",
PBLN_000000000112109,2025년 재취업지원서비스 시행지원 커리어 플래닝 바우처 서비스 참여자 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112109,고용노동부,노사발전재단,인력,2025-07-28,,,,,중소기업,,"노사발전재단 전직지원팀 02-6021-1135, 1477, 1332, 1157 / newstart@naso.or.kr 및 서비스 수행기관 문의처 공고문 참조",https://docs.google.com/forms/d/e/1FAIpQLSet3ktxqMlMrxbnLK_aRLPJUmn42hb9zAxjsxkBGibyH7df5Q/viewform,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000721789&fileSn=0,커리어플래닝서비스_리플릿.pdf,"<p>동 사업은 퇴직 임박 시기가 아닌 40세부터 충분한 시간을 두고 경력을 점검하며 재직기간 중 직무역량 등을 사전에 준비할 수 있도록 경력설계서비스를 지원합니다. 고용노동부와 노사발전재단이 선정한 수행기관 스탭스(주)는 4년 연속 재취업지원서비스 컨설팅 수행기관으로서 161개 기업을 대상으로한 운영 노하우를 보유하고 있습니다.&nbsp;</p><p><br></p><p>☞ 직전연도 기준 고용보험 월평균 피보험자수 1,000인 미만 사업장&nbsp;</p><p><br></p><p style=""line-height: 1.8;"">☞ 직원 개인별 맞춤형 서비스 전액무료 지원</p><p style=""line-height: 1.8;"">- 일대일 컨설팅(4주 이내, 2-4회) 및 사후관리</p>",
PBLN_000000000112045,[제주] 2차 단시간 청년 노동자 일자리 지원사업 참여기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112045,제주특별자치도,제주특별자치도경제통상진흥원,인력,2025-07-28,,,,,중소기업,,[접수ㆍ지원금 문의] 제주특별자치도경제통상진흥원 기업육성처 기업성장팀 064-805-3396 / [정책 문의] 제주특별자치도 경제일자리과 064-710-3795,,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000721617&fileSn=1,단시간 청년 노동자 일자리 지원사업 참여기업 모집 공고문(2차).pdf,"<p>「제주특별자치도 일자리 창출 지원에 관한 조례」제6조,「제주특별자치도 청년일자리 창출 촉진에 관한 조례」 제8조에 따라 단시간 청년 노동자 일자리 지원사업을 아래와 같이 공고하오니 많은 참여 바랍니다.</p><div><br></div><div style=""line-height: 1.8;"">☞&nbsp;제주특별차지도에 사업자 등록을 하고 주 30시간 이하 청년 노동자를 채용(고용보험 취득신고)한 연매출 10억원 이하 중소기업(중소기업확인서 必)</div><div style=""line-height: 1.8;"">※&nbsp;대한민국 국적 소유자로 도내 주소를 두고 있는 19세~39세 청년</div><div style=""line-height: 1.8;"">※ 직전연도 1년간의 매출을 기준으로함</div><div><br></div><div style=""line-height: 1.8;"">☞&nbsp;주 30시간 이하 단시간 청년 노동자 인건비 일부 지원</div><div style=""line-height: 1.8;"">-&nbsp;근무 1시간당 5천원 지원(일 최대 4시간ㆍ2만원)</div><div style=""line-height: 1.8;"">-&nbsp;월 최대 20일, 4개월 동안 지원(월 40만원, 4개월 160만원)</div>",
PBLN_000000000112016,[인천] 2025년 철강업 고용 회복력 구축사업(작업환경 안전개선) 공고(고용둔화 대응 프로젝트),/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112016,인천광역시,인천경영자총협회,인력,2025-07-28,,,,,중소기업,,인천경영자총협회 사업추진팀  032-428-8047 / (팩스)032-429-7111 / inef118@inef.or.kr,https://bizok.incheon.go.kr/open_content/support.do?act=detail&policyno=6575,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000721552&fileSn=0,(고용둔화)2025년_고용둔화_지원사업(철강업_작업환경_안전개선)_공고문.pdf,"<p>인천광역시와 인천경영자총협회는 인천 철강산업 근로자의 건강보호와 안전한 근무환경 조성을 위해 2025년도「인천형 고용둔화 대응 프로젝트」의 일환으로 고용 회복력 구축사업(작업환경 안전개선)을 다음과 같이 공고 하오니, 지역 내 철강 기업 사업주들의 많은 관심과 참여 바랍니다.&nbsp;</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;인천광역시 소재 철강업 기업&nbsp;</p><p style=""line-height: 1.8;"">※ 자세한 신청자격 공고문 참조</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;철강업 작업환경 안전개선 물품 구입비 지원</p><p style=""line-height: 1.8;"">-&nbsp;기업당 최대 250만원 지원 (1회)</p>",
PBLN_000000000112013,[인천] 2025년 자동차부품 제조업 고용 회복력 구축사업(작업환경 안전개선) 공고(고용둔화 대응 프로젝트),/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000112013,인천광역시,인천상공회의소,인력,2025-07-28,,,,,중소기업,,인천상공회의소 소통강화ㆍ공공사업실 032-810-2918 / kyw@incham.net,https://bizok.incheon.go.kr/open_content/support.do?act=detail&policyno=6570,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000721549&fileSn=1,2025년_고용둔화_지원사업(자동차_부품제조업_작업환경_안전개선_지원)_공고문.pdf,"<p>인천광역시와 인천상공회의소는 인천 자동차산업 근로자의 건강 보호와 안전한 근무환경 조성을 위해 2025년도 「인천형 고용둔화 대응 프로젝트」의 일환으로 고용 회복력 구축사업(작업환경 안전개선)을 다음과 같이 공고합니다. 본 사업은 자동차부품 산업군 종사자의 산업재해 예방과 산업 인식 개선을 목표로 하며, 지역 내 자동차 부품제조 기업과 근로자 여러분의 많은 관심과 참여를 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;인천광역시 소재 자동차부품 제조업 기업 및 전후방 산업기업</p><p style=""line-height: 1.8;"">※ 자세한 지원대상 공고문 참조</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;자동차 부품 제조업 작업환경 안전개선 물품 구입비 지원&nbsp;&nbsp;</p><p style=""line-height: 1.8;"">-&nbsp;기업당 최대 250만원 지원 (1회)</p>",
PBLN_000000000111978,2025년 3차 한국형 퀵스타트(Quick Start) 프로그램 사업 추가 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111978,산업통상자원부,한국산업기술진흥원,인력,2025-07-28,,,,,중소기업,,"한국산업기술진흥원 지역산업전략실 02-6009-3662 / 온라인 신청(K-PASS) 관련 문의 02-6009-4374, 4390",https://www.k-pass.kr/notice/ancView.do,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000721486&fileSn=1,2025년 한국형 퀵스타트 프로그램 사업 추가 공고.pdf,"<p>2025년「한국형 퀵스타트(Quick Start) 프로그램 사업」을 다음과 같이 공고하오니, 동 사업을 수행하고자 하는 기관은 절차에 따라 신청하여 주시기 바랍니다.</p><p><br></p><p>☞&nbsp;비수도권 광역 시ㆍ도 단위 내 주관기관, 기업, 교육생 등<br></p><p><br></p><p>☞&nbsp;기업 맞춤형 교육과정 제작 지원, 교육훈련비 일체 지원, 기업 채용 기준에 부합하는 인력 양성 등 (지원 예산 1,350백만원) 지원</p>",
PBLN_000000000111934,2025년 고용둔화 대응지원 사업 자동차ㆍ석유화학 새출발 희망 지원금 참여기업 및 참여자 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111934,울산광역시,울산양산경영자총협회,인력,2025-07-28,,,,,중소기업,,"울산양산경영자총협회 사무국 [자동차업종] 052-277-9984, 052-707-9984 / [석유화학업종] 052-273-1414, 052-277-9985",,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000721348&fileSn=0,공고문자동차·석유화학업종 새출발 희망 지원금 참여기업 및 참여자 모집.hwp,"<p>울산지역 고용둔화 업종(자동차 부품업종 및 석유화학 업종) 근로자의 신규 입직 유도 및 기업의 신규 채용 부담 완화를 위해「새출발 희망 지원금」참여기업 및 참여자를 다음과 같이 모집하오니 많은 신청 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 울산광역시 소재 자동차ㆍ석유화학업종 신규 근로자 및 기업</p><p style=""line-height: 1.8;"">※ 자세한 사업대상 공고문 참조</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;신규 근로자에게 취업장려금, 기업에는 해당 근로자분의 4대보험 사업주부담금 지원</p><p style=""line-height: 1.8;"">-&nbsp;1개월 이상 고용유지 시 신규 근로자 대상 100만원, 기업 대상 최대 120만원 지원</p>",
PBLN_000000000111911,[서울ㆍ경기ㆍ인천] 2025년 취업특화 온라인 채용관 참여기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111911,중소벤처기업부,지방중소벤처기업청,인력,2025-07-28,,,,,중소기업,,[사업 문의] 서울지방중소벤처기업청 (02-2110-6343) / [온라인 채용관 문의] 사람인 운영사무국 (02-6377-2272),https://forms.gle/9DpVtCUWXNPqfL4t5,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000721297&fileSn=0,(공고용) 2025 취업특화 온라인 채용관 참가기업 모집 공고.pdf,"<p>시간과 장소에 구애됨이 없이 구인기업과 구직희망 재기 소상공인, 자영업자, 청장년층 등 간 채용ㆍ취업 연계하여 소상공인의 일자리를 지원하는「2025 취업특화 온라인 채용관」 참여기업 모집계획을 다음과 같이 공고합니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 서울 및 수도권에 소재하는「중소기업기본법」제2조 및 동법 시행령 제3조에 따른 중소기업 및 대ㆍ중견기업 등</p><p style=""line-height: 1.8;"">※ 자세한 신청대상 공고문 참조</p><p><br></p><p style=""line-height: 1.8;"">☞ PCㆍ모바일 전용 채용관 운영 지원</p><p style=""line-height: 1.8;"">-&nbsp;참여기업 채용공고 게재 및 기업 안내(기업 소개 콘텐츠 등 상세 페이지 제작/30개사 선착순), 사람인 유료 채용서비스(인재풀) 활용 등 지원</p><p style=""line-height: 1.8;"">-&nbsp;채용관 SNS 마케팅(카페, 인스타그램, 블로그 등) 및 매체(타켓 메일 발송 등)를 활용하여 구직자 관심 유도</p>",
PBLN_000000000111901,2025년 중소기업 채용관리 솔루션(ATS) 지원사업 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111901,고용노동부,한국능률협회,인력,2025-07-28,,,,,중소기업,,KMA 한국능률협회 sis0219@kma.or.kr 및 카카오톡 채널(KMA 중소기업채용관리솔루션) 문의,https://www.hrd.kma.or.kr/ats,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000721265&fileSn=1,(20250703)중소기업채용관리솔루션 사업개요(민원인용).hwp,<p>고용노동부에서「중소기업 채용관리 솔루션 지원사업」을 진행합니다.</p><p><br></p><p>☞&nbsp;ATS를 신규 도입하고자 하는 중소기업(중견ㆍ대기업 제외)</p><p><br></p><p>☞&nbsp;공모를 통해 선정된 플랫폼 사의 ATS를 도입ㆍ활용한 기업에 ATS 서비스 사용료(50만원) 중 40만원 지원</p>,
PBLN_000000000111799,[인천] 2025년 청년고용 우수기업 근로환경 개선사업 참여기업 모집 재공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111799,인천광역시,인천테크노파크,인력,2025-07-28,,,,,중소기업,,"인천테크노파크 일자리센터 032–725–3054~5, juny3117@itp.or.kr",https://bizok.incheon.go.kr/open_content/support.do?act=detail&policyno=6314,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000721004&fileSn=0,붙임_2025 「청년고용 우수기업 근로환경 개선사업」추가 모집 공고문.pdf,"<p>인천광역시와 인천테크노파크는 인천시 제조업의 열악한 근로환경을 개선하여 
청년 친화적 직장환경 조성으로 청년층의 고용 확대 및 장기근속을 위한 사업을 시
행하오니 많은 관심과 참여를 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 인천 소재 중소ㆍ중견 제조기업(상시근로자 수 5인 이상)중, 신청일 기준  
최근 1년간 2인 이상의 청년을 신규 채용한 기업</p><p style=""line-height: 1.8;"">※ 자세한 지원대상 공고문 참조</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;기업 근로환경 개선 비용 지원(시설 개보수 및 환경개선 물품)<br></p><p style=""line-height: 1.8;"">-&nbsp;청년 신규채용 인원 기준에 따라 최대 7~28백만원 차등 지원</p>",
PBLN_000000000111452,[충북] 2025년 미취업청년 취업 연계 일경험 지원사업(체험형) 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000111452,충청북도,충청북도기업진흥원,인력,2025-07-28,,,,,중소기업,,"충청북도기업진흥원 청년지원부 청년고용지원팀 043-270-0262, cba9783@naver.com",,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000719933&fileSn=0,[붙임1]_2025년 미취업청년 취업연계 일경험 지원사업 참여기업 모집공고_체험형.pdf,"<p>충청북도와 충북기업진흥원은 미취업 청년에게 전공과 적성을 고려한 일경험 기회를 제공하여 직무 역량을 강화하기 위한「2025년 미취업 청년 취업연계 일경험 지원사업(체험형)」을 추진하오니 참여 희망 기업의 많은 관심과 참여 바랍니다.&nbsp;</p><p><br></p><p>☞&nbsp;도내 사업장을 운영 중인 소상공인, 중소ㆍ중견기업</p><p><br></p><p>☞&nbsp;일경험 인건비 월 209만원까지 최대 2개월 지원</p>",
