id,title,link,author,excInsttNm,lcategory,pubDate,trgetNm,hashTags,refrncNm,rceptEngnHmpgUrl,printFlpthNm,printFileNm,description,detail_text,apply_start,apply_end,d_days,status
PBLN_000000000107087,[경기] 2025년 섬유분야 유해물질 시험분석 및 인증지원 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107087,경기도,한국섬유소재연구원,기술,2025-06-17,중소기업,,"한국섬유소재연구원 시험평가센터 031-860-0930, 0936, 0939 / wklee@koteri.re.kr, www1808@koteri.re.kr, test@koteri.re.kr",,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000707486&fileSn=0,2025년 경기도 섬유분야 유해물질 시험분석 및 인증지원 안내.hwp,"<p>도내 섬유기업의 시험수수료 지원을 통한 기업 비용부담 절감 및 제품 신뢰성 확보를 위한 솔루션 제공 지원합니다.</p><p><br></p><p>☞&nbsp;경기도 소재 섬유관련 중소기업ㆍ소기업</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;안전기준준수/공급자적합성확인 대상 시험수수료,&nbsp;안전확인 대상 시험수수료 지원</p><p style=""line-height: 1.8;"">※ 자세한 지원내용 공고문 참조</p>",,,,,
PBLN_000000000107042,[인천] 2025년 파브(PAV) 부품 시험ㆍ인증 지원사업 참여기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000107042,인천광역시,인천테크노파크,기술,2025-06-17,중소기업,,"인천테크노파크 파브센터 032-260-0819, 0869 / bd.lee@itp.or.kr, yoousungjune@itp.or.kr",,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000707411&fileSn=0,붙임1. 2025년 파브 부품 시험·인증 지원사업 참여기업 모집 공고.pdf,"<p>인천테크노파크 파브센터에서는 인천 파브산업 육성을 위해 지역 중소 기업을 대상으로「파브 부품 
시험ㆍ인증 지원」사업을 다음과 같이 공고하오니 많은 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;인천 내 파브 관련기술 보유기업</p><p style=""line-height: 1.8;"">-&nbsp;공고일 기준 인천 내 본사ㆍ지사ㆍ기업 연구소 소재 기업</p><p><br></p><p>☞&nbsp;파브 관련 시험ㆍ인증 비용의 최대 80% 지원</p>",,,,,
PBLN_000000000106972,Stand-alone 고출력 EUV 검사기 장비 기술 및 인프라 구축 사업 지원기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106972,대전광역시,대전테크노파크,기술,2025-06-17,중소기업,,[사업관련]대전테크노파크 반도체ㆍ나노ㆍ소재팀 042-930-4921 / [장비관련]대전테크노파크 이차전지ㆍ에너지팀 042-930-4915 / [시스템문의]대전테크노파크 정보화팀 042-251-2872,https://www.dips.or.kr/,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000707247&fileSn=0,Stand-alone 고출력 EUV 검사기 장비 기술 및 인프라 구축 사업 지원기업 모집 공고.pdf,"<p>산업통상자원부, 대전광역시, (재)대전테크노파크는 반도체산업의 국내 기술경쟁력 성장 및 첨단 반도체 핵심기술 초격차 확보를 위해 다음과 같이 기업을 모집하오니, 동 사업에 참여하고자 하는 기업은 사업안내에 따라 신청하시기 바랍니다</p><p><br></p><p>☞&nbsp;EUV 소재부품장비 관련 기업</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;EUV 소재 제조공정 고도화 및 상용화 기술지원</p><p style=""line-height: 1.8;"">※ 자세한 지원내용 공고문 2p 참조</p>",,,,,
PBLN_000000000106952,[충북] 2025년 데이터 어노테이션 툴 활용 지원 수혜기업 모집 공고(충북 지능형첨단부품산업 디지털전환 거점 구축 사업),/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106952,충청북도,충북테크노파크,기술,2025-06-17,중소기업,,충북테크노파크 스마트제조혁신센터 지능플랫폼팀 043-270-2853,,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000707231&fileSn=0,2025년 데이터 어노테이션 툴(데이터 전처리) 활용 지원 수혜기업 모집공고.png,"<p>2025년도 산업통상자원부와 충청북도가 지원하는 데이터 어노테이션 툴 활용지원을 안내하오니, 해당 프로그램 참여를 희망하는 충북지역 중소ㆍ중견기업의많은 신청 바랍니다.</p><p><br></p><p>☞ 충북 클러스터 내 지역특화산업(지능형첨단부품산업) 관련 기업</p><p><br></p><p>☞&nbsp;이미지, 텍스트 데이터 어노테이션 툴 지원</p>",,,,,
PBLN_000000000106871,2025년 다공성 탄소소재 기반구축 사업 수혜기업 지원 사업(시제품제작ㆍ기술지도) 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106871,산업통상자원부,ECO융합섬유연구원,기술,2025-06-16,중소기업,,ECO융합섬유연구원 063-830-3584,,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000707013&fileSn=0,붙임1. 수정공고문.pdf,"<p>ECO융합섬유연구원에서 수행하는 2025년 다공성 탄소소재 기반구축 사업의 일환으로도내 다공성 탄소소재(활성탄소)관련 기업을 대상으로 기업지원 사업을 수정 공고 하오니많은 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 활성탄소 소재개발의 기술 고도화를 위해 개발을 추진하고자 신청한 중소기업</p><p style=""line-height: 1.8;"">※ 지원금의 일부(총 사업예산 20% 이상) 부담 가능한 업체</p><p><br></p><p>☞ 시제품 제작(10백만원 이내), 기술지도(0.5백만원 이내) 기업당 최대 10백만원 이내 지원<br></p>",,,,,
PBLN_000000000106882,[경북] 2025년 중소벤처기업 지식재산권 및 해외인증 지원 참여기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106882,경상북도,경상북도경제진흥원,기술,2025-06-16,중소기업,,"경상북도경제진흥원 ESGㆍ기업지원팀 054-470-8562, nancy.kwon@gepa.kr",,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000707015&fileSn=0,2025년 중소벤처기업 지식재산권 및 해외인증 지원사업 참가기업 모집 공고.pdf,"<p> 경상북도와 경북경제진흥원에서는 도내 중소ㆍ벤처기업의 기술 경쟁력 향상과 대ㆍ내외 신뢰성 
확보를 위해「2025년 중소벤처기업 지식재산권 및 해외인증 지원」사업의 참여기업을 다음과 
같이 모집하오니 많은 참여 바랍니다.</p><p><br></p><p>☞ 도내 중소ㆍ벤처기업</p><p><br></p><p style=""line-height: 1.8;"">☞ 지식재산권 출원 및 해외규격인증 획득 소요 비용 기업당 최대 600만원 지원</p><p style=""line-height: 1.8;"">※ 자세한 지원내용 공고문 참조</p>",,,,,
PBLN_000000000106859,2025년 스포츠용품 해외인증획득 지원사업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106859,문화체육관광부,서울올림픽기념국민체육진흥공단,기술,2025-06-16,중소기업,,국민체육진흥공단 스포츠산업본부 기술혁신팀 (02-410-1556 / hyehye@kspo.or.kr),https://spobiz.kspo.or.kr/front/sportsHistory/sportsBissMng/sportsBissNoticeDetail.do?suppBusiInfoSeq=1529,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000706984&fileSn=0,★+2025+스포츠용품+해외인증획득+지원사업+공고문.hwp,"<p>문화체육관광부와 서울올림픽기념국민체육진흥공단에서는 국내 중소스포츠기업의 해외판로 개척에 필요한 해외인증 획득을 지원하고자 다음과 같이 「2025 스포츠용품 해외인증획득 지원사업」을 시행하오니 관심 있는 기업들의 많은 참여 바랍니다.&nbsp;</p><p><br></p><p style=""line-height: 1.8;"">☞ 아래 사항을 모두 충족하는 중소기업</p><p style=""line-height: 1.8;"">-&nbsp;신청일 기준 인증획득 완료한 기업(단, '24. 12. 이후 인증획득 완료한 건인 경우)</p><p style=""line-height: 1.8;"">-&nbsp;지원 신청한 제품을 제조ㆍ생산한 기업</p><p style=""line-height: 1.8;"">-&nbsp;지원을 신청한 제품이 스포츠용품으로서 일반 운동용품, 헬스용품, 레저용품 등 스포츠 관련 용품 및 그에 사용되는 부분품에 해당하는 경우</p><p><br></p><p style=""line-height: 1.8;"">☞ 지원기업의 매출규모에 따라 인증획득비용의 60~80%를 차등 1개 지원기업당 최대 3,000만 원 지원</p><p style=""line-height: 1.8;"">-&nbsp;인증획득비용 : 지원기업이 해외인증획득을 위해 실제 지출한 인증비, 시험비, 컨설팅비, 해외배송비의 합(단, 부가가치세는 제외)</p>",,,,,
PBLN_000000000106821,2025년 데이터 품질인증 지원사업 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106821,과학기술정보통신부,한국데이터산업진흥원,기술,2025-06-13,중소기업,,"한국데이터산업진흥원 유통기획팀 02-3708-5341, 5345 / kyg77@kdata.or.kr",,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000706858&fileSn=1,1. 2025년 데이터 품질인증 지원사업 공고문.pdf,"<p>과학기술정보통신부와 한국데이터산업진흥원은 기업이 생산‧유통‧활용하는 데이터의 품질인증을 지원하는「2025년 데이터 품질인증 지원사업」을 다음과 같이 공고합니다.<br></p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;데이터를 생산ㆍ유통ㆍ활용하는 중소 및 초기 중견기업</p><p style=""line-height: 1.8;"">- 인증대상 :&nbsp;민간 기업이 보유한 정형데이터, 비정형데이터, 데이터 관리체계</p><p><br></p><p>☞&nbsp;품질인증 비용을 최대 1,150만원 이내,&nbsp;품질진단 결과보고서 제공 지원<br></p>",,,,,
PBLN_000000000106715,2025년 해양수산 연구장비 렌탈지원사업 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106715,해양수산부,해양수산과학기술진흥원,기술,2025-06-13,중소기업,,"해양수산과학기술진흥원 인프라공유센터 02-3460-9803, hanhan@kimst.re.kr",https://badabom.go.kr/main/view.do,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000706655&fileSn=0,[안내문] 2025년 해양수산 연구장비 렌탈사업 안내_v2 .hwp,"<p>「2025년 해양수산 연구장비 렌탈지원사업」을 아래와 같이 안내하오니 많은 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;해양수산 분야 산ㆍ학ㆍ연 연구자(연구기관) 전체 대상</p><p style=""line-height: 1.8;"">※ 해양수산부에서 지원하는 공모형 R&amp;D를 포함하여, 해양수산 관련 연구를 수행하고 있는 모든 연구자로 국가연구자번호(NRI)를 부여 받은 자</p><p><br></p><p>☞&nbsp;조사ㆍ관측 장비 및 분석장비 지원</p>",,,,,
PBLN_000000000106584,[전북] 2025년 기업맞춤형 활성화지원사업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106584,전북특별자치도,전주벤처기업육성촉진지구발전협의회,기술,2025-06-13,중소기업,,"전주벤처기업육성촉진지구발전협의회 070-4176-3139, jdkim@jvada.or.kr",,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000706329&fileSn=0,붙임_5._기업맞춤형_활성화지원사업_공고문_및_지원양식.hwp,"<p>전주벤처기업육성촉진지구발전협의회에서는 중소ㆍ벤처기업의 지속적인 성장을 위한 후속 아이템 개발등에 소요되는 연구개발자금 유치를 지원하고자, R&amp;D(기술) 활성화 보증 평가료를 지원하고자 합니다.&nbsp;</p><p><br></p><p>☞ 전라북도 내 중소ㆍ벤처기업</p><p><br></p><p>☞ R&amp;D 자금유치 평가료(업체당 최대 1,500천원) 지원</p>",,,,,
PBLN_000000000106582,[전북] 2025년 벤처기업 기술경쟁력강화 지원사업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106582,전북특별자치도,전주벤처기업육성촉진지구발전협의회,기술,2025-06-13,중소기업,,"전주벤처기업육성촉진지구발전협의회 070-4176-3139, jdkim@jvada.or.kr",,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000706327&fileSn=0,붙임_4._벤처기업_기술경쟁력_강화지원사업_공고문_및_지원양식.hwp,"<p>전주벤처기업육성촉진지구발전협의회에서는 혁신형 중소ㆍ벤처기업의 지속 성장 가능한 우수 기업으로 육성하기 위한 국내외 제품 인증 지원 및 지식재산권 권리화 출원, 메인비즈 인증에 필요한 수수료(컨설팅,심사비용등)을 지원하여 기업 경쟁력 확보를 통한 시장 판로 개척 및 시장 진출 기회를 확대 하고자 합니다.&nbsp;</p><p><br></p><p>☞ 전라북도 내 중소ㆍ벤처기업</p><p><br></p><p style=""line-height: 1.8;"">☞ 지식재산권리화 인증지정에 필요한 컨설팅 및 심사비용의 최대 80% 지원</p><p style=""line-height: 1.8;"">- 국내외 제품인증 지원 : 최대 3백만원 한도</p><p style=""line-height: 1.8;"">- 지식재산권 출원지원 : 40만원 ~ 100만원</p><p style=""line-height: 1.8;"">- 인증지원 : 최대 50만원</p>",,,,,
PBLN_000000000106472,[서울] 2025년 기술컨설팅 지원사업 시행 공고(서울 스타트업 Tech trade-on 프로그램),/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106472,서울특별시,서울창업성장센터,기술,2025-06-13,창업벤처,,서울창업성장센터 사업담당자 02-958-6682 / jsy@ktvf.or.kr,https://www.startup-plus.kr/tech?view=3&techDataStatus=A,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000706110&fileSn=0,2025년 기술컨설팅 지원사업(서울 스타트업 Tech trade-on 프로그램) 공고문.hwp,"<p>우수한 기술력을 보유한 창업기업의 기술력 향상을 위하여 서울시가 지원하는 2025년도 기술컨설팅 지원사업을 아래와 같이 공고합니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 서울시 소재 7년 미만의 창업기업&nbsp;</p><p><br></p><p style=""line-height: 1.8;"">☞ 원가절감, 상품성 개선, 정부 R&amp;D과제 수주, 특허이전, 기술지도자문 등 기술경쟁력 확보를 위한 기술컨설팅 지원</p>",,,,,
PBLN_000000000106470,[서울] 2025년 기술이전 지원사업 시행 공고(서울 스타트업 Tech trade-on 프로그램),/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106470,서울특별시,서울창업성장센터,기술,2025-06-13,창업벤처,,서울창업성장센터 사업담당자 02-958-6682 / jsy@ktvf.or.kr,https://www.startup-plus.kr/tech?view=3&techDataStatus=A,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000706107&fileSn=0,2025년 기술이전 지원사업(서울 스타트업 Tech trade-on 프로그램) 공고문.hwp,"<p>우수한 기술력을 보유한 창업기업의 기술력 향상을 위하여 서울시가 지원하는 2025년도 기술이전 지원사업을 아래와 같이 공고합니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 서울시 소재 7년 미만의 창업기업&nbsp;</p><p style=""line-height: 1.8;"">- 서울창업성장센터가 제공한 기술이전 목록의 기술을 이전 받은 기업</p><p style=""line-height: 1.8;"">- 서울창업성장센터가 제공한 기술이 아니지만 출연(연), 공공기관, 대학 등의 공공기관에서 기술을 이전 받은 기업</p><p><br></p><p style=""line-height: 1.8;"">☞&nbsp;기술이전료 지원</p><p style=""line-height: 1.8;"">- 정액기술료 1,000만원 미만 : 300만원 지원/건당, 최대 2건</p><p style=""line-height: 1.8;"">- 정액기술료 1,000만원 이상 : 600만원/건당, 최대 1건</p>",,,,,
PBLN_000000000106439,[충북] 2025년 수출기업 해외규격인증 취득 지원사업 참여기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106439,충청북도,청주상공회의소,기술,2025-06-13,중소기업,,충청북도 국제통상과 043-220-3475 / 청주상공회의소 043-229-2722,https://cbgms.chungbuk.go.kr/export/joinBusinessView.jsp?busi_support_cd=MTkzOA==&busi_section=1&actionName=&pageNum=1&search_gubun=&search_section=&search_type=A.BUSI_SUPPORT_NM&search_keyword=,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000706077&fileSn=0,2025 충북 수출기업 해외규격인증 취득 지원사업 참여기업 모집 공고.png,"<p>충청북도와 청주상공회의소는 수출 잠재력을 지니고 있음에도 수입국의 수출 요건을 충족하지 못해 어려움을 겪고 있는 도내 수출 중소 중견 기업들을 위해 「2025 수출기업 해외규격인증 취득 지원」사업을 추진하오니 관련 기업들의 많은 참여 바랍니다.</p><p><br></p><p>☞&nbsp;해외규격인증을 선 취득한 충북 소재 기업</p><p><br></p><p>☞ 인증비용, 시험비용, 컨설팅 비 등 기업당 1인증, 최대 800만원까지 선착순 지원</p>",,,,,
PBLN_000000000106432,[경남] 창원시 2025년 Buy R&D 기술이전 지원사업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106432,경상남도,창원산업진흥원,기술,2025-06-13,중소기업,,"창원산업진흥원 신산업기획팀 055-716-7764, nj.cho@cwip.or.kr",https://cwip.or.kr/application/application_view.php?ab_id=222,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000705944&fileSn=0,붙임1. 2025년 Buy RD 기술이전 지원사업 모집공고.pdf,"<p>창원시 중소기업의 기술이전을 지원하는「2025년 Buy R&amp;D 기술이전 지원사업」의 참여기업 모집을 위한 공고를 다음과 같이 실시하오니, 사업 참여를 원하는 기업은 안내에 따라 신청하여 주시기 바랍니다.</p><p><br></p><p>☞ 전국공공연구기관으로부터 2024년 11월부터 2025년 10월 이내에 기술이전 완료가능한 창원 관내 중소기업</p><p><br></p><p>☞ 공공연구기관과 선정기업 간 기술이전 계약 후 기술이전료 지급건에 대하여 사후정산 처리 지원</p>",,,,,
PBLN_000000000106409,[경남] 2025년 연구개발장비 공동활용지원사업 장비사용수수료 지원제도 사업 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106409,경상남도,경남테크노파크,기술,2025-06-12,중소기업,,"경남테크노파크 기업지원단 055-259-3376, khs8530@gntp.or.kr",https://www.gntp.or.kr/biz/applyInfo/3359,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000705871&fileSn=1,01. 2025년 경남연구개발장비 공동활용지원사업_공고문.pdf,"<p>경남테크노파크(주관기관)에서는 경상남도 내 연구개발장비의 공동활용을 활성화하고 지역 중소ㆍ벤처기업의 기술경쟁력 강화를 위하여 대학ㆍ연구기관ㆍ공공기관(협력기관)과 함께 ‘연구개발장비공동활용지원사업’의 일환으「장비사용수수료 지원제도」를 아래와 같이 시행하오니 많은 참여 바랍니다.&nbsp;</p><p><br></p><p>☞ 경상남도 소재 중소ㆍ벤처기업(사업자등록증 상 소재지 기준)</p><p><br></p><p>☞ 연구개발장비 사용에 따른 장비사용수수료 월 최대 150만원, 연간 최대 300만원 한도 내 지원</p>",,,,,
PBLN_000000000106404,[울산] 2025년 찾아가는 기술닥터 수요기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106404,중소벤처기업부,울산테크노파크,기술,2025-06-12,중소기업,,울산테크노파크 기업지원단 052-219-8678,,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000705816&fileSn=0,2025년_울산테크노파크_찾아가는_기술닥터_수요기업_모집_공고문.hwp,"<p>울산테크노파크에서는 지역 내 중소기업의 기술ㆍ경영 애로해결 및 지역기업의 기술경쟁력 강화를 위한 찾아가는 기술닥터 수요기업을 모집하오니 많은 신청 바랍니다.</p><p><br></p><p>☞ 울산지역 소재 지역주력산업(전기 자동차부품, 가스연료 선박기자재, 기능성 화학소재) 및 전후방 연계 산업군에 해당하는 지역 중소기업</p><p><br></p><p style=""line-height: 1.8;"">☞ 현장 기술애로에 대한 기술지도 및 경영애로에 대한 컨설팅(신제품 개발, 공정개선 등) 지원</p>",,,,,
PBLN_000000000106331,[충북] 2025년 화장품 소재 유효성 및 안전성 시험비 지원 사업 참여기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106331,충청북도,세명대학교,기술,2025-06-12,중소기업,,"세명대학교 화장품임상연구지원센터 043-279-8311, gcc@semyung.ac.kr / 한국화학융합시험연구원 043-238-8795, jslee619@ktr.or.kr / 충북테크노파크 043-270-2522, jmyoo@cbtp.or.kr",,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000705631&fileSn=0,붙임02_2025년도 『화장품 소재 유효성 및 안전성 시험비 지원 사업』  모집공고.hwp,"<p>본 사업 「화장품 소재 유효성 및 안전성 시험비 지원사업」은 충청북도가 지원하는 사업으로, 도내 화장품 제조ㆍ판매 기업의 품질 경쟁력 강화와 제품 신뢰도 향상을 목적으로 합니다. 아래와 같이 공고하오니, 도내 화장품 관련 중소기업의 많은 관심과 참여 바랍니다.</p><p><br></p><p>☞&nbsp;본사, 공장 또는 연구소등이 충청북도에 있는 화장품 및 소재 , 원료 제조 중소기업</p><p><br></p><p>☞&nbsp;화장품 인체적용시험,&nbsp;화장품 유통 안전관리기준 분석 시험,&nbsp;화장품 시제품 생산장비 활용&nbsp;기업당 지원유형에 따라 한도 내 70,000천원 지원</p>",,,,,
PBLN_000000000106296,[부산ㆍ인천] 2025년 지자체ㆍ공공기관 기술자료 임치제도 수수료 지원사업 참여기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106296,중소벤처기업부,대중소기업농어업협력재단,기술,2025-06-12,중소기업,,"대중소기업농어업협력재단기술자료임치센터 02-368-8484 / 부산경제진흥원소상공인지원단 동반성장팀 051-600-1382 / 한국환경산업기술원 창업벤처 녹색융합클러스터운영단 기획운영실 032-540-2115, 2117",https://www.kescrow.or.kr/tems/main/page.do,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000705529&fileSn=0,(공고문)+2025년+지자체·공공기관+기술자료+임치제도+수수료+지원사업+참여기업+모집+공고.hwp,"<p>지자체 및 공공기관과 협력하여 지자체ㆍ공공기관 지역 소재 중소기업 기술침해 예방 및 기술보호 역량강화 지원을 위하여,「2025년 지자체ㆍ공공기관 기술자료 임치제도 수수료 지원사업」참여기업을 다음과 같이 모집하오니 많은 관심과 참여 바랍니다.</p><div><br></div><div style=""line-height: 1.8;"">☞&nbsp;해당 지역에 소재한 「중소기업기본법」 제2조(중소기업자의 범위)에 따른 중소기업으로 기술자료를 보호하고자 하는 기업</div><div style=""line-height: 1.8;"">※ 부산광역시 소재 중소기업, 창업ㆍ벤처 녹색융합클러스터 입주 중소기업(인천)</div><div><br></div><div>☞&nbsp;기술보호 활동을 위하여 기술자료 임치제도를 이용하고자 하는 중소기업의 수수료 지원</div>",,,,,
PBLN_000000000106220,[인천] 2025년 미래자동차 부품 시험지원 사업 신청기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106220,인천광역시,인천테크노파크,기술,2025-06-12,중소기업,,[사업 관련 내용 문의] 인천테크노파크 모빌리티센터 책임연구원 032-260-0811,,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000705442&fileSn=0,공고문 (2).png,<p>인천테크노파크 미래차센터에서는 인천 자동차부품 중소ㆍ중견기업을 대상으로 자동차부품 신뢰성 확보를 위한「2025년도 미래자동차 부품 시험지원」사업을 다음과 같이 공고하오니 많은 참여 바랍니다.</p><p><br></p><p>☞ 인천 소재 자동차부품 중소ㆍ중견기업<br></p><p><br></p><p>☞ ITP 미래차센터 장비 및 인력을 활용한 시험 지원<br></p>,,,,,
PBLN_000000000106176,[경남] 2025년 미래차 업종전환 기업지원사업 수혜기업 모집 공고 (미래차 업종전환 촉진 기업혁신 지원사업),/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106176,경상남도,경남테크노파크,기술,2025-06-12,중소기업,,경남테크노파크 미래자동차본부 미래자동차팀 055-232-6412 / psa0212@gntp.or.kr,https://www.gntp.or.kr/biz/applyInfo/3347?history=%7B%22url%22%3A%5B%22%2Fbiz%2Fapply%22%5D%7D,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000705292&fileSn=0,(공고문)+미래차+업종전환+촉진+기업혁신+지원사업+시행공고문.pdf,"<p>경남테크노파크 미래자동차본부에서는 경상남도 및 경남도내 6개시군이 주관하는「2025년 미래차 업종전환 촉진 기업혁신 지원사업」과 관련하여 미래차 업종전환을 희망하는 기업에 대한 지원사업을 아래와 같이 공고하오니, 참여하고자 하는 기업은 아래 절차에 따라 신청하여 주시기 바랍니다.<br></p><p><br></p><p style=""line-height: 1.8;"">☞ 경상남도에 소재하는 미래차 업종전환을 희망하거나 추진하고 있는 중소ㆍ중견업체</p><p style=""line-height: 1.8;"">※ 컨설팅, 시작품제작 지원가능 지역 : 진주시, 김해시, 밀양시, 양산시, 함안군, 창녕군<br></p><p><br></p><p style=""line-height: 1.8;"">☞ 컨설팅, 시작품제작, 미래차 부품 임대 지원</p>",,,,,
PBLN_000000000106166,2025년 이차전지 산업육성 및 고도화를 위한 기업지원사업 기술 컨설팅 수요기업 모집 공고,/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000106166,산업통상자원부,한국전자기술연구원,기술,2025-06-12,중소기업,,한국전자기술연구원 차세대전지연구센터 (031-724-0803),,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000705252&fileSn=0,[공고문] 이차전지 기술지원 모집공고_2025.pdf,"<p>한국전자기술연구원은 국내 이차전지 소재 산업 생태계 활성화 및 경쟁력 강화를 위한 「이차전지 육성 거점센터구축 지원사업」의 일환으로 이차전지 소재ㆍ부품 및 응용제품화 지원을 위한 기업지원 사업을 시행하고 있습니다. 아래와 같이 이차전지 애로기술 및 기술 컨설팅 수요기업을 모집공고하오니 관련기업의 많은신청바랍니다.</p><p><br></p><p>☞ 이차전지 원소재ㆍ전구체ㆍ양극재 및 기타소재 개발과 관련된 기업</p><p><br></p><p style=""line-height: 1.8;"">☞ 애로기술 및 개발패키지 지원</p><p style=""line-height: 1.8;"">- 애로기술 : 기술적 애로사항 분석 지원</p><p style=""line-height: 1.8;"">- 개발패키지 : 개발 소재의 전지특성 평가 지원</p>",,,,,
